gene	go_id	name_1006
AXIN1	GO:0005634	nucleus
AXIN1	GO:2000060	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
AXIN1	GO:1904886	beta-catenin destruction complex disassembly
AXIN1	GO:1904885	beta-catenin destruction complex assembly
AXIN1	GO:0090263	positive regulation of canonical Wnt signaling pathway
AXIN1	GO:0090244	Wnt signaling pathway involved in somitogenesis
AXIN1	GO:0090090	negative regulation of canonical Wnt signaling pathway
AXIN1	GO:0071407	cellular response to organic cyclic compound
AXIN1	GO:0060823	canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
AXIN1	GO:0060272	embryonic skeletal joint morphogenesis
AXIN1	GO:0060070	canonical Wnt signaling pathway
AXIN1	GO:0055001	muscle cell development
AXIN1	GO:0051443	positive regulation of ubiquitin-protein transferase activity
AXIN1	GO:0048320	axial mesoderm formation
AXIN1	GO:0048048	embryonic eye morphogenesis
AXIN1	GO:0046330	positive regulation of JNK cascade
AXIN1	GO:0045893	positive regulation of transcription, DNA-templated
AXIN1	GO:0045732	positive regulation of protein catabolic process
AXIN1	GO:0045599	negative regulation of fat cell differentiation
AXIN1	GO:0043623	cellular protein complex assembly
AXIN1	GO:0043547	positive regulation of GTPase activity
AXIN1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
AXIN1	GO:0035412	regulation of catenin import into nucleus
AXIN1	GO:0034244	negative regulation of transcription elongation from RNA polymerase II promoter
AXIN1	GO:0033138	positive regulation of peptidyl-serine phosphorylation
AXIN1	GO:0032147	activation of protein kinase activity
AXIN1	GO:0031398	positive regulation of protein ubiquitination
AXIN1	GO:0031122	cytoplasmic microtubule organization
AXIN1	GO:0030910	olfactory placode formation
AXIN1	GO:0030178	negative regulation of Wnt signaling pathway
AXIN1	GO:0021881	Wnt-activated signaling pathway involved in forebrain neuron fate commitment
AXIN1	GO:0021797	forebrain anterior/posterior pattern specification
AXIN1	GO:0016055	Wnt signaling pathway
AXIN1	GO:0010800	positive regulation of peptidyl-threonine phosphorylation
AXIN1	GO:0009950	dorsal/ventral axis specification
AXIN1	GO:0008219	cell death
AXIN1	GO:0007368	determination of left/right symmetry
AXIN1	GO:0007275	multicellular organism development
AXIN1	GO:0007257	activation of JUN kinase activity
AXIN1	GO:0006915	apoptotic process
AXIN1	GO:0001934	positive regulation of protein phosphorylation
AXIN1	GO:0001743	optic placode formation
AXIN1	GO:0070411	I-SMAD binding
AXIN1	GO:0070016	armadillo repeat domain binding
AXIN1	GO:0046332	SMAD binding
AXIN1	GO:0042803	protein homodimerization activity
AXIN1	GO:0042802	identical protein binding
AXIN1	GO:0032947	protein complex scaffold
AXIN1	GO:0031625	ubiquitin protein ligase binding
AXIN1	GO:0019901	protein kinase binding
AXIN1	GO:0019899	enzyme binding
AXIN1	GO:0008013	beta-catenin binding
AXIN1	GO:0005515	protein binding
AXIN1	GO:0005096	GTPase activator activity
AXIN1	GO:0004871	signal transducer activity
AXIN1	GO:0007165	signal transduction
AXIN1	GO:0030159	receptor signaling complex scaffold activity
GPR87	GO:0004871	signal transducer activity
GPR87	GO:0004930	G-protein coupled receptor activity
GPR87	GO:0045028	G-protein coupled purinergic nucleotide receptor activity
GPR87	GO:0007165	signal transduction
GPR87	GO:0007186	G-protein coupled receptor signaling pathway
GPR87	GO:0007194	negative regulation of adenylate cyclase activity
GPR87	GO:0008150	biological_process
GPR87	GO:0035589	G-protein coupled purinergic nucleotide receptor signaling pathway
GPR87	GO:0005886	plasma membrane
GPR87	GO:0005887	integral component of plasma membrane
GPR87	GO:0016020	membrane
GPR87	GO:0016021	integral component of membrane
AXIN1		
KCNH4	GO:0000155	phosphorelay sensor kinase activity
KCNH4	GO:0005216	ion channel activity
KCNH4	GO:0005244	voltage-gated ion channel activity
KCNH4	GO:0005249	voltage-gated potassium channel activity
KCNH4	GO:0005267	potassium channel activity
KCNH4	GO:0000160	phosphorelay signal transduction system
KCNH4	GO:0006810	transport
KCNH4	GO:0006811	ion transport
KCNH4	GO:0006813	potassium ion transport
KCNH4	GO:0023014	signal transduction by protein phosphorylation
KCNH4	GO:0034765	regulation of ion transmembrane transport
KCNH4	GO:0042391	regulation of membrane potential
KCNH4	GO:0055085	transmembrane transport
KCNH4	GO:0071805	potassium ion transmembrane transport
KCNH4	GO:0005622	intracellular
KCNH4	GO:0005886	plasma membrane
KCNH4	GO:0008076	voltage-gated potassium channel complex
KCNH4	GO:0016020	membrane
KCNH4	GO:0016021	integral component of membrane
LMLN	GO:0004222	metalloendopeptidase activity
LMLN	GO:0008233	peptidase activity
LMLN	GO:0008237	metallopeptidase activity
LMLN	GO:0016787	hydrolase activity
LMLN	GO:0046872	metal ion binding
LMLN	GO:0006508	proteolysis
LMLN	GO:0007049	cell cycle
LMLN	GO:0007067	mitotic nuclear division
LMLN	GO:0007155	cell adhesion
LMLN	GO:0051301	cell division
LMLN	GO:0005737	cytoplasm
LMLN	GO:0005811	lipid particle
LMLN	GO:0005925	focal adhesion
LMLN	GO:0016020	membrane
OAS3	GO:0000166	nucleotide binding
OAS3	GO:0001730	2'-5'-oligoadenylate synthetase activity
OAS3	GO:0003723	RNA binding
OAS3	GO:0003725	double-stranded RNA binding
OAS3	GO:0005524	ATP binding
OAS3	GO:0016740	transferase activity
OAS3	GO:0016779	nucleotidyltransferase activity
OAS3	GO:0046872	metal ion binding
OAS3	GO:0002376	immune system process
OAS3	GO:0006139	nucleobase-containing compound metabolic process
OAS3	GO:0006955	immune response
OAS3	GO:0009615	response to virus
OAS3	GO:0045071	negative regulation of viral genome replication
OAS3	GO:0045087	innate immune response
OAS3	GO:0051607	defense response to virus
OAS3	GO:0060333	interferon-gamma-mediated signaling pathway
OAS3	GO:0060337	type I interferon signaling pathway
OAS3	GO:0060700	regulation of ribonuclease activity
OAS3	GO:0005615	extracellular space
OAS3	GO:0005634	nucleus
OAS3	GO:0005654	nucleoplasm
OAS3	GO:0005737	cytoplasm
OAS3	GO:0005829	cytosol
OAS3	GO:0005886	plasma membrane
OAS3	GO:0043231	intracellular membrane-bounded organelle
CBLL1	GO:0003676	nucleic acid binding
CBLL1	GO:0004842	ubiquitin-protein transferase activity
CBLL1	GO:0005515	protein binding
CBLL1	GO:0008270	zinc ion binding
CBLL1	GO:0016874	ligase activity
CBLL1	GO:0042802	identical protein binding
CBLL1	GO:0046872	metal ion binding
CBLL1	GO:0061630	ubiquitin protein ligase activity
CBLL1	GO:0007162	negative regulation of cell adhesion
CBLL1	GO:0016337	single organismal cell-cell adhesion
CBLL1	GO:0016567	protein ubiquitination
CBLL1	GO:0030155	regulation of cell adhesion
CBLL1	GO:0030335	positive regulation of cell migration
CBLL1	GO:0045807	positive regulation of endocytosis
CBLL1	GO:0000151	ubiquitin ligase complex
CBLL1	GO:0005634	nucleus
CBLL1	GO:0005654	nucleoplasm
CBLL1	GO:0016607	nuclear speck
LMLN	GO:0016021	integral component of membrane
CBLL1		
LARP1	GO:0031931	TORC1 complex
LARP1	GO:0000339	RNA cap binding
LARP1	GO:0003723	RNA binding
LARP1	GO:0003730	mRNA 3'-UTR binding
LARP1	GO:0005515	protein binding
LARP1	GO:0008190	eukaryotic initiation factor 4E binding
LARP1	GO:0008494	translation activator activity
LARP1	GO:0031369	translation initiation factor binding
LARP1	GO:0044822	poly(A) RNA binding
LARP1	GO:0048027	mRNA 5'-UTR binding
LARP1	GO:0098641	cadherin binding involved in cell-cell adhesion
LARP1	GO:0006412	translation
LARP1	GO:0006413	translational initiation
LARP1	GO:0008283	cell proliferation
LARP1	GO:0016239	positive regulation of macroautophagy
LARP1	GO:0031929	TOR signaling
LARP1	GO:0045070	positive regulation of viral genome replication
LARP1	GO:0045727	positive regulation of translation
LARP1	GO:0098609	cell-cell adhesion
LARP1	GO:0005654	nucleoplasm
LARP1	GO:0005737	cytoplasm
LARP1	GO:0005913	cell-cell adherens junction
LARP1	GO:0016020	membrane
LARP1		
HOXA5	GO:0005634	nucleus
HOXA5	GO:0060764	cell-cell signaling involved in mammary gland development
HOXA5	GO:0060749	mammary gland alveolus development
HOXA5	GO:0060644	mammary gland epithelial cell differentiation
HOXA5	GO:0060638	mesenchymal-epithelial cell signaling
HOXA5	GO:0060574	intestinal epithelial cell maturation
HOXA5	GO:0060536	cartilage morphogenesis
HOXA5	GO:0060535	trachea cartilage morphogenesis
HOXA5	GO:0060484	lung-associated mesenchyme development
HOXA5	GO:0060481	lobar bronchus epithelium development
HOXA5	GO:0060480	lung goblet cell differentiation
HOXA5	GO:0060441	epithelial tube branching involved in lung morphogenesis
HOXA5	GO:0060439	trachea morphogenesis
HOXA5	GO:0060435	bronchiole development
HOXA5	GO:0048706	embryonic skeletal system development
HOXA5	GO:0048704	embryonic skeletal system morphogenesis
HOXA5	GO:0048286	lung alveolus development
HOXA5	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
HOXA5	GO:0045647	negative regulation of erythrocyte differentiation
HOXA5	GO:0045639	positive regulation of myeloid cell differentiation
HOXA5	GO:0043065	positive regulation of apoptotic process
HOXA5	GO:0035264	multicellular organism growth
HOXA5	GO:0033599	regulation of mammary gland epithelial cell proliferation
HOXA5	GO:0030878	thyroid gland development
HOXA5	GO:0030324	lung development
HOXA5	GO:0016525	negative regulation of angiogenesis
HOXA5	GO:0016477	cell migration
HOXA5	GO:0010870	positive regulation of receptor biosynthetic process
HOXA5	GO:0009952	anterior/posterior pattern specification
HOXA5	GO:0007585	respiratory gaseous exchange
HOXA5	GO:0007389	pattern specification process
HOXA5	GO:0007275	multicellular organism development
HOXA5	GO:0006366	transcription from RNA polymerase II promoter
HOXA5	GO:0006355	regulation of transcription, DNA-templated
HOXA5	GO:0006351	transcription, DNA-templated
HOXA5	GO:0003016	respiratory system process
HOXA5	GO:0002009	morphogenesis of an epithelium
HOXA5	GO:0001501	skeletal system development
HOXA5	GO:0043565	sequence-specific DNA binding
HOXA5	GO:0005515	protein binding
HOXA5	GO:0003700	transcription factor activity, sequence-specific DNA binding
HOXA5	GO:0003677	DNA binding
HOXA5	GO:0001077	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding
HOXA5	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding
DERL3	GO:0005515	protein binding
DERL3	GO:0018279	protein N-linked glycosylation via asparagine
DERL3	GO:0030433	ER-associated ubiquitin-dependent protein catabolic process
DERL3	GO:0030968	endoplasmic reticulum unfolded protein response
DERL3	GO:1904153	negative regulation of retrograde protein transport, ER to cytosol
DERL3	GO:0005783	endoplasmic reticulum
DERL3	GO:0005789	endoplasmic reticulum membrane
DERL3	GO:0016020	membrane
DERL3	GO:0016021	integral component of membrane
DERL3	GO:0030176	integral component of endoplasmic reticulum membrane
SCN5A	GO:0016021	integral component of membrane
SCN5A	GO:0016020	membrane
SCN5A	GO:0005886	plasma membrane
SCN5A	GO:0001518	voltage-gated sodium channel complex
SCN5A	GO:0060078	regulation of postsynaptic membrane potential
SCN5A	GO:0055085	transmembrane transport
SCN5A	GO:0035725	sodium ion transmembrane transport
SCN5A	GO:0034765	regulation of ion transmembrane transport
SCN5A	GO:0034220	ion transmembrane transport
SCN5A	GO:0006814	sodium ion transport
SCN5A	GO:0006811	ion transport
SCN5A	GO:0006810	transport
SCN5A	GO:0005272	sodium channel activity
SCN5A	GO:0005248	voltage-gated sodium channel activity
SCN5A	GO:0005244	voltage-gated ion channel activity
SCN5A	GO:0005216	ion channel activity
RNASE7	GO:0001530	lipopolysaccharide binding
RNASE7	GO:0003676	nucleic acid binding
RNASE7	GO:0004518	nuclease activity
RNASE7	GO:0004519	endonuclease activity
RNASE7	GO:0004540	ribonuclease activity
RNASE7	GO:0016787	hydrolase activity
RNASE7	GO:0042834	peptidoglycan binding
RNASE7	GO:0009617	response to bacterium
RNASE7	GO:0019731	antibacterial humoral response
RNASE7	GO:0042742	defense response to bacterium
RNASE7	GO:0045087	innate immune response
RNASE7	GO:0050829	defense response to Gram-negative bacterium
RNASE7	GO:0050830	defense response to Gram-positive bacterium
RNASE7	GO:0051673	membrane disruption in other organism
RNASE7	GO:0090305	nucleic acid phosphodiester bond hydrolysis
RNASE7	GO:0090501	RNA phosphodiester bond hydrolysis
RNASE7	GO:0005576	extracellular region
RNASE7	GO:0070062	extracellular exosome
SCN5A	GO:0005901	caveola
SCN5A	GO:0005515	protein binding
SCN5A	GO:0005516	calmodulin binding
SCN5A	GO:0017134	fibroblast growth factor binding
SCN5A	GO:0019899	enzyme binding
SCN5A	GO:0019901	protein kinase binding
SCN5A	GO:0019904	protein domain specific binding
SCN5A	GO:0030506	ankyrin binding
SCN5A	GO:0031625	ubiquitin protein ligase binding
SCN5A	GO:0044325	ion channel binding
SCN5A	GO:0050998	nitric-oxide synthase binding
SCN5A	GO:0086006	voltage-gated sodium channel activity involved in cardiac muscle cell action potential
SCN5A	GO:0086060	voltage-gated sodium channel activity involved in AV node cell action potential
SCN5A	GO:0086061	voltage-gated sodium channel activity involved in bundle of His cell action potential
SCN5A	GO:0086062	voltage-gated sodium channel activity involved in Purkinje myocyte action potential
SCN5A	GO:0086063	voltage-gated sodium channel activity involved in SA node cell action potential
SCN5A	GO:0097110	scaffold protein binding
SCN5A	GO:0002027	regulation of heart rate
SCN5A	GO:0003231	cardiac ventricle development
SCN5A	GO:0003360	brainstem development
SCN5A	GO:0010765	positive regulation of sodium ion transport
SCN5A	GO:0014894	response to denervation involved in regulation of muscle adaptation
SCN5A	GO:0019228	neuronal action potential
SCN5A	GO:0021537	telencephalon development
SCN5A	GO:0021549	cerebellum development
SCN5A	GO:0042475	odontogenesis of dentin-containing tooth
SCN5A	GO:0045760	positive regulation of action potential
SCN5A	GO:0050679	positive regulation of epithelial cell proliferation
SCN5A	GO:0051899	membrane depolarization
SCN5A	GO:0060048	cardiac muscle contraction
SCN5A	GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization
SCN5A	GO:0060371	regulation of atrial cardiac muscle cell membrane depolarization
SCN5A	GO:0060372	regulation of atrial cardiac muscle cell membrane repolarization
SCN5A	GO:0060373	regulation of ventricular cardiac muscle cell membrane depolarization
SCN5A	GO:0061337	cardiac conduction
SCN5A	GO:0071277	cellular response to calcium ion
SCN5A	GO:0086002	cardiac muscle cell action potential involved in contraction
SCN5A	GO:0086004	regulation of cardiac muscle cell contraction
SCN5A	GO:0086005	ventricular cardiac muscle cell action potential
SCN5A	GO:0086010	membrane depolarization during action potential
SCN5A	GO:0086012	membrane depolarization during cardiac muscle cell action potential
SCN5A	GO:0086015	SA node cell action potential
SCN5A	GO:0086016	AV node cell action potential
SCN5A	GO:0086043	bundle of His cell action potential
SCN5A	GO:0086045	membrane depolarization during AV node cell action potential
SCN5A	GO:0086046	membrane depolarization during SA node cell action potential
SCN5A	GO:0086047	membrane depolarization during Purkinje myocyte cell action potential
SCN5A	GO:0086048	membrane depolarization during bundle of His cell action potential
SCN5A	GO:0086067	AV node cell to bundle of His cell communication
SCN5A	GO:0086091	regulation of heart rate by cardiac conduction
SCN5A	GO:1902305	regulation of sodium ion transmembrane transport
SCN5A	GO:0005622	intracellular
SCN5A	GO:0005783	endoplasmic reticulum
SCN5A	GO:0009986	cell surface
SCN5A	GO:0014704	intercalated disc
SCN5A	GO:0016328	lateral plasma membrane
SCN5A	GO:0030018	Z disc
SCN5A	GO:0030315	T-tubule
SCN5A	GO:0042383	sarcolemma
SCN5A		
UBXN6		
UBXN6	GO:0003674	molecular_function
UBXN6	GO:0005515	protein binding
UBXN6	GO:0008150	biological_process
UBXN6	GO:0005634	nucleus
UBXN6	GO:0005737	cytoplasm
UBXN6	GO:0005815	microtubule organizing center
UBXN6	GO:0005856	cytoskeleton
UBXN6	GO:0070062	extracellular exosome
MYO15B		
ATXN2	GO:0005737	cytoplasm
MYO15B	GO:0016459	myosin complex
MYO15B	GO:0005903	brush border
MYO15B	GO:0005856	cytoskeleton
MYO15B	GO:0005524	ATP binding
MYO15B	GO:0003774	motor activity
TIAL1	GO:0000166	nucleotide binding
TIAL1	GO:0003676	nucleic acid binding
TIAL1	GO:0003723	RNA binding
TIAL1	GO:0017091	AU-rich element binding
TIAL1	GO:0044822	poly(A) RNA binding
TIAL1	GO:0006357	regulation of transcription from RNA polymerase II promoter
TIAL1	GO:0006915	apoptotic process
TIAL1	GO:0006952	defense response
TIAL1	GO:0007281	germ cell development
TIAL1	GO:0008284	positive regulation of cell proliferation
TIAL1	GO:0008543	fibroblast growth factor receptor signaling pathway
TIAL1	GO:0017145	stem cell division
TIAL1	GO:0005634	nucleus
TIAL1	GO:0005654	nucleoplasm
TIAL1	GO:0005737	cytoplasm
TIAL1	GO:0005764	lysosome
TIAL1	GO:0010494	cytoplasmic stress granule
TIAL1	GO:0030529	intracellular ribonucleoprotein complex
TIAL1	GO:0070062	extracellular exosome
HLA-C	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane
HLA-C	GO:0070062	extracellular exosome
HLA-C	GO:0042612	MHC class I protein complex
HLA-C	GO:0031901	early endosome membrane
HLA-C	GO:0030670	phagocytic vesicle membrane
HLA-C	GO:0016021	integral component of membrane
HLA-C	GO:0016020	membrane
HLA-C	GO:0012507	ER to Golgi transport vesicle membrane
HLA-C	GO:0009986	cell surface
HLA-C	GO:0005886	plasma membrane
HLA-C	GO:0005794	Golgi apparatus
HLA-C	GO:0005783	endoplasmic reticulum
HLA-C	GO:0000139	Golgi membrane
HLA-C	GO:0060337	type I interferon signaling pathway
HLA-C	GO:0060333	interferon-gamma-mediated signaling pathway
HLA-C	GO:0050776	regulation of immune response
HLA-C	GO:0019882	antigen processing and presentation
HLA-C	GO:0016032	viral process
HLA-C	GO:0006955	immune response
HLA-C	GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent
HLA-C	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
HLA-C	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I
HLA-C	GO:0002376	immune system process
HLA-C	GO:0042605	peptide antigen binding
HLA-C		
AOC2	GO:0016020	membrane
AOC2	GO:0005886	plasma membrane
AOC2	GO:0005737	cytoplasm
AOC2	GO:0055114	oxidation-reduction process
AOC2	GO:0009308	amine metabolic process
AOC2	GO:0007601	visual perception
AOC2	GO:0006805	xenobiotic metabolic process
AOC2	GO:0006584	catecholamine metabolic process
AOC2	GO:0052596	phenethylamine:oxygen oxidoreductase (deaminating) activity
AOC2	GO:0052595	aliphatic-amine oxidase activity
AOC2	GO:0052594	aminoacetone:oxygen oxidoreductase(deaminating) activity
AOC2	GO:0052593	tryptamine:oxygen oxidoreductase (deaminating) activity
AOC2	GO:0048038	quinone binding
AOC2	GO:0046872	metal ion binding
AOC2	GO:0016491	oxidoreductase activity
AOC2	GO:0009055	electron carrier activity
AOC2	GO:0008131	primary amine oxidase activity
AOC2	GO:0005507	copper ion binding
IRF7	GO:0005737	cytoplasm
IRF7	GO:0005654	nucleoplasm
IRF7	GO:0006355	regulation of transcription, DNA-templated
IRF7	GO:0003700	transcription factor activity, sequence-specific DNA binding
IFI27L1	GO:0016020	membrane
IFI27L1	GO:0016021	integral component of membrane
IFI27L1		
IRF7	GO:0000975	regulatory region DNA binding
IRF7	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding
IRF7	GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding
IRF7	GO:0003677	DNA binding
IRF7	GO:0005515	protein binding
IRF7	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
IRF7	GO:0002376	immune system process
IRF7	GO:0002819	regulation of adaptive immune response
IRF7	GO:0006351	transcription, DNA-templated
IRF7	GO:0006366	transcription from RNA polymerase II promoter
IRF7	GO:0006974	cellular response to DNA damage stimulus
IRF7	GO:0009615	response to virus
IRF7	GO:0016032	viral process
IRF7	GO:0019043	establishment of viral latency
IRF7	GO:0032479	regulation of type I interferon production
IRF7	GO:0032481	positive regulation of type I interferon production
IRF7	GO:0032607	interferon-alpha production
IRF7	GO:0032608	interferon-beta production
IRF7	GO:0032727	positive regulation of interferon-alpha production
IRF7	GO:0032728	positive regulation of interferon-beta production
IRF7	GO:0034124	regulation of MyD88-dependent toll-like receptor signaling pathway
IRF7	GO:0034127	regulation of MyD88-independent toll-like receptor signaling pathway
IRF7	GO:0035666	TRIF-dependent toll-like receptor signaling pathway
IRF7	GO:0039530	MDA-5 signaling pathway
IRF7	GO:0045087	innate immune response
IRF7	GO:0045655	regulation of monocyte differentiation
IRF7	GO:0045893	positive regulation of transcription, DNA-templated
IRF7	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
IRF7	GO:0050776	regulation of immune response
IRF7	GO:0051607	defense response to virus
IRF7	GO:0060333	interferon-gamma-mediated signaling pathway
IRF7	GO:0060337	type I interferon signaling pathway
IRF7	GO:2000110	negative regulation of macrophage apoptotic process
IRF7	GO:0005634	nucleus
IRF7	GO:0005829	cytosol
IRF7	GO:0010008	endosome membrane
TIAL1		
TAPBPL		
FANCG		
TAPBPL	GO:0032403	protein complex binding
TAPBPL	GO:0002376	immune system process
TAPBPL	GO:0002590	negative regulation of antigen processing and presentation of peptide antigen via MHC class I
TAPBPL	GO:0000139	Golgi membrane
TAPBPL	GO:0005783	endoplasmic reticulum
TAPBPL	GO:0005789	endoplasmic reticulum membrane
TAPBPL	GO:0005794	Golgi apparatus
TAPBPL	GO:0005886	plasma membrane
TAPBPL	GO:0016020	membrane
TAPBPL	GO:0016021	integral component of membrane
TAPBPL	GO:0031090	organelle membrane
TAPBPL	GO:0043231	intracellular membrane-bounded organelle
SYN3	GO:0045202	synapse
SYN3	GO:0031410	cytoplasmic vesicle
SYN3	GO:0030672	synaptic vesicle membrane
SYN3	GO:0030054	cell junction
SYN3	GO:0016020	membrane
SYN3	GO:0008021	synaptic vesicle
SYN3	GO:0032228	regulation of synaptic transmission, GABAergic
SYN3	GO:0007269	neurotransmitter secretion
SYN3	GO:0005524	ATP binding
SYN3	GO:0000166	nucleotide binding
SYN3	GO:0014069	postsynaptic density
SYN3	GO:0003824	catalytic activity
ATXN2	GO:0005654	nucleoplasm
SPON2	GO:0005515	protein binding
SPON2	GO:0046872	metal ion binding
SPON2	GO:0002376	immune system process
SPON2	GO:0007155	cell adhesion
SPON2	GO:0007411	axon guidance
SPON2	GO:0045087	innate immune response
SPON2	GO:0005576	extracellular region
SPON2	GO:0005578	proteinaceous extracellular matrix
SPON2	GO:0070062	extracellular exosome
TLR3	GO:0036020	endolysosome membrane
TLR3	GO:0016021	integral component of membrane
TLR3	GO:0016020	membrane
TLR3	GO:0010008	endosome membrane
TLR3	GO:0005887	integral component of plasma membrane
TLR3	GO:0005789	endoplasmic reticulum membrane
TLR3	GO:0005783	endoplasmic reticulum
TLR3	GO:0005769	early endosome
TLR3	GO:0005768	endosome
TLR3	GO:0005765	lysosomal membrane
TLR3	GO:0005737	cytoplasm
TLR3	GO:0005622	intracellular
TLR3	GO:0000139	Golgi membrane
TLR3	GO:0097527	necroptotic signaling pathway
TLR3	GO:0097191	extrinsic apoptotic signaling pathway
TLR3	GO:0097190	apoptotic signaling pathway
TLR3	GO:0071360	cellular response to exogenous dsRNA
TLR3	GO:0071359	cellular response to dsRNA
TLR3	GO:0071346	cellular response to interferon-gamma
TLR3	GO:0071260	cellular response to mechanical stimulus
TLR3	GO:0070266	necroptotic process
TLR3	GO:0051607	defense response to virus
TLR3	GO:0051092	positive regulation of NF-kappaB transcription factor activity
TLR3	GO:0050729	positive regulation of inflammatory response
TLR3	GO:0046330	positive regulation of JNK cascade
TLR3	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
TLR3	GO:0045671	negative regulation of osteoclast differentiation
TLR3	GO:0045359	positive regulation of interferon-beta biosynthetic process
TLR3	GO:0045356	positive regulation of interferon-alpha biosynthetic process
TLR3	GO:0045087	innate immune response
TLR3	GO:0045080	positive regulation of chemokine biosynthetic process
TLR3	GO:0045078	positive regulation of interferon-gamma biosynthetic process
TLR3	GO:0043331	response to dsRNA
TLR3	GO:0043330	response to exogenous dsRNA
TLR3	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
TLR3	GO:0043065	positive regulation of apoptotic process
TLR3	GO:0042742	defense response to bacterium
TLR3	GO:0042346	positive regulation of NF-kappaB import into nucleus
TLR3	GO:0035690	cellular response to drug
TLR3	GO:0035666	TRIF-dependent toll-like receptor signaling pathway
TLR3	GO:0035458	cellular response to interferon-beta
TLR3	GO:0034346	positive regulation of type III interferon production
TLR3	GO:0034138	toll-like receptor 3 signaling pathway
TLR3	GO:0034128	negative regulation of MyD88-independent toll-like receptor signaling pathway
TLR3	GO:0034123	positive regulation of toll-like receptor signaling pathway
TLR3	GO:0032760	positive regulation of tumor necrosis factor production
TLR3	GO:0032757	positive regulation of interleukin-8 production
TLR3	GO:0032755	positive regulation of interleukin-6 production
TLR3	GO:0032735	positive regulation of interleukin-12 production
TLR3	GO:0032728	positive regulation of interferon-beta production
TLR3	GO:0032722	positive regulation of chemokine production
TLR3	GO:0032481	positive regulation of type I interferon production
TLR3	GO:0010628	positive regulation of gene expression
TLR3	GO:0009615	response to virus
TLR3	GO:0009597	detection of virus
TLR3	GO:0008584	male gonad development
TLR3	GO:0007252	I-kappaB phosphorylation
TLR3	GO:0007250	activation of NF-kappaB-inducing kinase activity
TLR3	GO:0007249	I-kappaB kinase/NF-kappaB signaling
TLR3	GO:0007165	signal transduction
TLR3	GO:0006972	hyperosmotic response
TLR3	GO:0006954	inflammatory response
TLR3	GO:0006952	defense response
TLR3	GO:0002756	MyD88-independent toll-like receptor signaling pathway
TLR3	GO:0002730	regulation of dendritic cell cytokine production
TLR3	GO:0002376	immune system process
TLR3	GO:0002282	microglial cell activation involved in immune response
TLR3	GO:0002224	toll-like receptor signaling pathway
TLR3	GO:0001934	positive regulation of protein phosphorylation
TLR3	GO:0001819	positive regulation of cytokine production
TLR3	GO:0001774	microglial cell activation
TLR3	GO:0005515	protein binding
TLR3	GO:0004888	transmembrane signaling receptor activity
TLR3	GO:0004872	receptor activity
TLR3	GO:0003725	double-stranded RNA binding
TLR3	GO:0003723	RNA binding
TLR3	GO:0009986	cell surface
SPON2		
ATXN2	GO:0003723	RNA binding
ATXN2	GO:0005154	epidermal growth factor receptor binding
ATXN2	GO:0005515	protein binding
ATXN2	GO:0008022	protein C-terminus binding
ATXN2	GO:0044822	poly(A) RNA binding
ATXN2	GO:0002091	negative regulation of receptor internalization
ATXN2	GO:0006417	regulation of translation
ATXN2	GO:0010603	regulation of cytoplasmic mRNA processing body assembly
ATXN2	GO:0016070	RNA metabolic process
ATXN2	GO:0033962	cytoplasmic mRNA processing body assembly
ATXN2	GO:0034063	stress granule assembly
ATXN2	GO:0050658	RNA transport
ATXN2	GO:0005794	Golgi apparatus
ATXN2	GO:0005802	trans-Golgi network
ATXN2	GO:0005844	polysome
ATXN2	GO:0010494	cytoplasmic stress granule
ATXN2	GO:0016020	membrane
ATXN2	GO:0030529	intracellular ribonucleoprotein complex
ATXN2	GO:0048471	perinuclear region of cytoplasm
ATXN2		
SPON2	GO:0001530	lipopolysaccharide binding
SPON2	GO:0003823	antigen binding
SPON2	GO:0002448	mast cell mediated immunity
SPON2	GO:0008228	opsonization
SPON2	GO:0032496	response to lipopolysaccharide
SPON2	GO:0032755	positive regulation of interleukin-6 production
SPON2	GO:0032760	positive regulation of tumor necrosis factor production
SPON2	GO:0042742	defense response to bacterium
SPON2	GO:0043152	induction of bacterial agglutination
SPON2	GO:0050832	defense response to fungus
SPON2	GO:0051607	defense response to virus
SPON2	GO:0060907	positive regulation of macrophage cytokine production
SPON2	GO:0071222	cellular response to lipopolysaccharide
SPON2	GO:0005615	extracellular space
OSBPL2		
ZNF326	GO:0005634	nucleus
